,text,intent
2748,How can you help me navigate the college environment?,task
2749,Can you offer advice on time management for students?,task
2750,What services do you provide for academic planning?,task
2751,How can you help me with college applications?,task
2752,Can you guide me through the scholarship application process?,task
2753,How do you assist in developing effective study habits?,task
2754,What role can you play in my academic success?,task
2755,Can you provide tips for effective note-taking?,task
2756,How can you aid me in improving my academic performance?,task
2757,Can you help me with college-related documentation?,task
2758,How do you assist with career counseling?,task
2759,Can you provide information on extracurricular activities?,task
2760,How can you support my personal and academic growth?,task
2761,Can you offer guidance on internship opportunities?,task
2762,How can you help me stay informed about campus events?,task
2763,Can you assist with resume building and job searches?,task
2764,In what ways can you contribute to my college experience?,task
2765,How do you help students with time management skills?,task
2766,Can you guide me in creating a balanced academic schedule?,task
2767,How can you assist with college application essays?,task
2768,Can you provide information on student support services?,task
2769,How do you help students adapt to college life?,task
2770,Can you offer insights into effective study techniques?,task
2771,What resources can you provide for career planning?,task
2772,How can you aid me in finding relevant research materials?,task
2773,Can you offer guidance on balancing academics and social life?,task
2774,In what ways can you help with college admissions interviews?,task
2775,How do you provide support for stress management?,task
2776,Can you assist in locating academic resources on campus?,task
2777,How can you contribute to my academic motivation?,task
2778,Can you help me stay organized during the academic year?,task
2779,In what ways can you assist with college-related paperwork?,task
2780,How do you support students in building study groups?,task
2781,Can you provide information on campus organizations?,task
2782,How can you help me maintain a healthy work-life balance?,task
2783,Can you offer advice on choosing elective courses?,task
2784,How do you assist students in exploring career paths?,task
2785,Can you provide information on academic counseling services?,task
2786,In what ways can you help me with time management challenges?,task
2787,How do you support students in finding research opportunities?,task
2788,Can you offer insights into effective presentation skills?,task
2789,How can you assist me in managing academic stress?,task
2790,Can you provide information on campus mentorship programs?,task
2791,What resources can you offer for exam preparation strategies?,task
2792,How do you contribute to students' academic resilience?,task
2793,Can you assist in developing effective study plans?,task
2794,In what ways can you help students with exam anxiety?,task
2795,How do you provide guidance on selecting major courses?,task
2796,Can you offer information on college workshops and seminars?,task
2797,How can you assist in creating a positive academic mindset?,task
2798,Can you provide advice on effective communication with professors?,task
2799,ragging,ragging
2800,Is there any possibilities to face the problems of ragging?,ragging
2801,Do the college take any action if I face any ragging and complain about it ? ,ragging
2802,Is there any serious ragging case before in this college?,ragging
2803,Any fight scenario in college before ? ,ragging
2804,Are girls safe in college?,ragging
2805,Any misbehave exists in college?,ragging
2806,Do the new comers face any problems of ragging ?,ragging
2807,is ragging practice active in college,ragging
2808,Bully ,ragging
2809,Misbehaving junior,ragging
2810,Torture,ragging
2811,Insult new comers ,ragging
2812,does college have any antiragging facility,ragging
2813,is there any ragging cases,ragging
2814,is ragging done here,ragging
2815,ragging juniors,ragging
2816,ragging history,ragging
2817,ragging incidents,ragging
2818,Is ragging prevalent in the college?,ragging
2819,Are there possibilities of facing problems related to ragging?,ragging
2820,Does the college take action if a student faces ragging and reports it?,ragging
2821,Have there been any serious ragging cases in this college before?,ragging
2822,Has there been any scenario of fights related to ragging in the college?,ragging
2823,How is the safety of girls ensured in the college?,ragging
2824,Are there any instances of misbehavior or ragging in the college?,ragging
2825,Do newcomers often face problems related to ragging?,ragging
2826,Is the practice of ragging actively present in the college?,ragging
2827,Are there any cases of bullying or ragging reported in the college?,ragging
2828,How is the college equipped to handle misbehaving juniors or ragging incidents?,ragging
2829,Are there any anti-ragging facilities or measures in place in the college?,ragging
2830,Have there been any reported cases of ragging in the college?,ragging
2831,Is ragging a common occurrence among juniors in the college?,ragging
2832,Can you provide information on the history of ragging in the college?,ragging
2833,Have there been any incidents related to ragging in recent years?,ragging
2834,Are there any specific measures to prevent ragging in the college?,ragging
2835,How does the college address complaints related to ragging?,ragging
2836,Are there any awareness programs to discourage ragging?,ragging
2837,Is there a policy against ragging in the college?,ragging
2838,How does the college handle ragging complaints from students?,ragging
2839,Are there any disciplinary actions taken against those involved in ragging?,ragging
2840,What steps does the college take to ensure a ragging-free environment?,ragging
2841,Are there any counseling services provided for students affected by ragging?,ragging
2842,How proactive is the college in preventing ragging incidents?,ragging
2843,Can you share information on the college's stance against ragging?,ragging
2844,What measures are in place to create awareness about the consequences of ragging?,ragging
